Mois;Qualité;Territoire;Production totale;Consommation totale;Solde exportateur
2018-12;Données définitives;Hauts-de-France;5979;4901;1078
2018-12;Données définitives;PACA;1741;4078;-2340
2018-12;Données définitives;Pays-de-la-Loire;608;2736;-2127
2019-01;Données consolidées;Grand-Est;11261;4915;6298
2019-01;Données définitives;Nouvelle-Aquitaine;5630;5098;532
2019-01;Données définitives;Auvergne-Rhône-Alpes;11990;7599;4078
2019-01;Données définitives;Bourgogne-Franche-Comté;377;2407;-2036
2019-01;Données définitives;Bretagne;415;2559;-2149
2019-01;Données définitives;Centre-Val de Loire;8016;2247;5768
2019-01;Données définitives;France;55916;54112;1030
2019-01;Données définitives;Ile-de-France;523;8092;-7568
2019-01;Données définitives;Occitanie;3446;4657;-1354
2019-01;Données définitives;Normandie;4819;3114;1705
2019-01;Données définitives;Hauts-de-France;6311;5381;929
2019-01;Données définitives;PACA;2226;4670;-2449
2019-01;Données définitives;Pays-de-la-Loire;728;3109;-2381
2019-02;Données consolidées;Grand-Est;9089;4150;4898
2019-02;Données définitives;Nouvelle-Aquitaine;5365;4015;1350
2019-02;Données définitives;Auvergne-Rhône-Alpes;10917;6218;4439
2019-02;Données définitives;Bourgogne-Franche-Comté;391;2014;-1628
2019-02;Données définitives;Bretagne;429;2125;-1700
2019-02;Données définitives;Centre-Val de Loire;7991;1817;6173
2019-02;Données définitives;France;50270;44341;5288
2019-02;Données définitives;Ile-de-France;422;6637;-6214
2019-02;Données définitives;Occitanie;2730;3620;-1021
2019-02;Données définitives;Normandie;5123;2611;2512
2019-02;Données définitives;Hauts-de-France;5274;4549;725
2019-02;Données définitives;PACA;1830;3796;-1970
2019-02;Données définitives;Pays-de-la-Loire;560;2564;-2003
2019-03;Données consolidées;Grand-Est;9379;4122;5203
2019-03;Données définitives;Nouvelle-Aquitaine;5388;3893;1494
2019-03;Données définitives;Auvergne-Rhône-Alpes;10421;6063;3990
2019-03;Données définitives;Bourgogne-Franche-Comté;514;1989;-1480
2019-03;Données définitives;Bretagne;538;2111;-1576
2019-03;Données définitives;Centre-Val de Loire;7715;1789;5925
2019-03;Données définitives;France;50556;43223;6565
2019-03;Données définitives;Ile-de-France;445;6472;-6026
2019-03;Données définitives;Occitanie;2714;3323;-736
2019-03;Données définitives;Normandie;5983;2597;3385
2019-03;Données définitives;Hauts-de-France;5359;4664;695
2019-03;Données définitives;PACA;1407;3469;-2070
2019-03;Données définitives;Pays-de-la-Loire;560;2531;-1970
2019-04;Données consolidées;Grand-Est;7936;3711;4182
2019-04;Données définitives;Nouvelle-Aquitaine;4596;3428;1168
2019-04;Données définitives;Auvergne-Rhône-Alpes;8263;5281;2685
2019-04;Données définitives;Bourgogne-Franche-Comté;306;1733;-1433
2019-04;Données définitives;Bretagne;239;1849;-1614
2019-04;Données définitives;Centre-Val de Loire;6821;1482;5339
2019-04;Données définitives;France;42896;38078;4268
2019-04;Données définitives;Ile-de-France;118;5494;-5376
2019-04;Données définitives;Occitanie;3214;3091;80
2019-04;Données définitives;Normandie;5599;2287;3312
2019-04;Données définitives;Hauts-de-France;3955;4081;-126
2019-04;Données définitives;PACA;1322;3264;-1945
2019-04;Données définitives;Pays-de-la-Loire;375;2186;-1810
2019-05;Données consolidées;Grand-Est;6906;3525;3334
2019-05;Données définitives;Nouvelle-Aquitaine;5081;3234;1847
2019-05;Données définitives;Auvergne-Rhône-Alpes;9442;5054;4051
2019-05;Données définitives;Bourgogne-Franche-Comté;278;1669;-1394
2019-05;Données définitives;Bretagne;221;1634;-1417
2019-05;Données définitives;Centre-Val de Loire;6633;1373;5260
2019-05;Données définitives;France;43668;35599;7294
2019-05;Données définitives;Ile-de-France;121;5264;-5142
2019-05;Données définitives;Occitanie;3332;2720;408
2019-05;Données définitives;Normandie;5998;2115;3882
2019-05;Données définitives;Hauts-de-France;3510;3888;-377
2019-05;Données définitives;PACA;1592;2973;-1382
2019-05;Données définitives;Pays-de-la-Loire;420;1972;-1551
2019-06;Données consolidées;Grand-Est;6291;3201;3044
2019-06;Données définitives;Nouvelle-Aquitaine;4770;2957;1813
2019-06;Données définitives;Auvergne-Rhône-Alpes;9849;4625;4927
2019-06;Données définitives;Bourgogne-Franche-Comté;218;1477;-1259
2019-06;Données définitives;Bretagne;209;1484;-1281
2019-06;Données définitives;Centre-Val de Loire;5743;1240;4502
2019-06;Données définitives;France;40213;32571;6977
2019-06;Données définitives;Ile-de-France;120;4748;-4627
2019-06;Données définitives;Occitanie;2668;2549;-75
2019-06;Données définitives;Normandie;5487;1879;3607
2019-06;Données définitives;Hauts-de-France;2904;3516;-611
2019-06;Données définitives;PACA;1526;2926;-1400
2019-06;Données définitives;Pays-de-la-Loire;313;1796;-1482
2019-07;Données consolidées;Grand-Est;6519;3298;3178
2019-07;Données définitives;Nouvelle-Aquitaine;4490;3252;1238
2019-07;Données définitives;Auvergne-Rhône-Alpes;10272;4915;5152
2019-07;Données définitives;Bourgogne-Franche-Comté;196;1529;-1333
2019-07;Données définitives;Bretagne;230;1530;-1306
2019-07;Données définitives;Centre-Val de Loire;5415;1354;4060
2019-07;Données définitives;France;40585;34606;5431
2019-07;Données définitives;Ile-de-France;156;4756;-4599
2019-07;Données définitives;Occitanie;2550;2988;-577
2019-07;Données définitives;Normandie;4796;1907;2889
2019-07;Données définitives;Hauts-de-France;3760;3617;142
2019-07;Données définitives;PACA;1563;3331;-1769
2019-07;Données définitives;Pays-de-la-Loire;488;1931;-1443
2019-08;Données consolidées;Grand-Est;6519;3298;3178
2019-08;Données définitives;Nouvelle-Aquitaine;4490;3252;1238
2019-08;Données définitives;Auvergne-Rhône-Alpes;10272;4915;5152
2019-08;Données définitives;Bourgogne-Franche-Comté;196;1529;-1333
2019-08;Données définitives;Bretagne;230;1530;-1306
2019-08;Données définitives;Centre-Val de Loire;5415;1354;4060
2019-08;Données définitives;France;40585;36606;5431
2019-08;Données définitives;Ile-de-France;156;4756;-4599
2019-08;Données définitives;Occitanie;2550;2988;-577
2019-08;Données définitives;Normandie;4796;1907;2889
2019-08;Données définitives;Hauts-de-France;3760;3617;142
2019-08;Données définitives;PACA;1563;3331;-1769
2019-08;Données définitives;Pays-de-la-Loire;488;1931;-1443
2019-09;Données consolidées;Grand-Est;6519;3298;3178
2019-09;Données définitives;Nouvelle-Aquitaine;4490;3252;1238
2019-09;Données définitives;Auvergne-Rhône-Alpes;10272;4915;5152
2019-09;Données définitives;Bourgogne-Franche-Comté;196;1529;-1333
2019-09;Données définitives;Bretagne;230;1530;-1306
2019-09;Données définitives;Centre-Val de Loire;5415;1354;4060
2019-09;Données définitives;France;40585;38606;5431
2019-09;Données définitives;Ile-de-France;156;4756;-4599
2019-09;Données définitives;Occitanie;2550;2988;-577
2019-09;Données définitives;Normandie;4796;1907;2889
2019-09;Données définitives;Hauts-de-France;3760;3617;142
2019-09;Données définitives;PACA;1563;3331;-1769
2019-09;Données définitives;Pays-de-la-Loire;488;1931;-1443
2019-10;Données consolidées;Grand-Est;6519;3298;3178
2019-10;Données définitives;Nouvelle-Aquitaine;4490;3252;1238
2019-10;Données définitives;Auvergne-Rhône-Alpes;10272;4915;5152
2019-10;Données définitives;Bourgogne-Franche-Comté;196;1529;-1333
2019-10;Données définitives;Bretagne;230;1530;-1306
2019-10;Données définitives;Centre-Val de Loire;5415;1354;4060
2019-10;Données définitives;France;40585;39606;5431
2019-10;Données définitives;Ile-de-France;156;4756;-4599
2019-10;Données définitives;Occitanie;2550;2988;-577
2019-10;Données définitives;Normandie;4796;1907;2889
2019-10;Données définitives;Hauts-de-France;3760;3617;142
2019-10;Données définitives;PACA;1563;3331;-1769
2019-10;Données définitives;Pays-de-la-Loire;488;1931;-1443
2019-11;Données consolidées;Grand-Est;6519;3298;3178
2019-11;Données définitives;Nouvelle-Aquitaine;4490;3252;1238
2019-11;Données définitives;Auvergne-Rhône-Alpes;10272;4915;5152
2019-11;Données définitives;Bourgogne-Franche-Comté;196;1529;-1333
2019-11;Données définitives;Bretagne;230;1530;-1306
2019-11;Données définitives;Centre-Val de Loire;5415;1354;4060
2019-11;Données définitives;France;40585;40606;5431
2019-11;Données définitives;Ile-de-France;156;4756;-4599
2019-11;Données définitives;Occitanie;2550;2988;-577
2019-11;Données définitives;Normandie;4796;1907;2889
2019-11;Données définitives;Hauts-de-France;3760;3617;142
2019-11;Données définitives;PACA;1563;3331;-1769
2019-11;Données définitives;Pays-de-la-Loire;488;1931;-1443
2019-12;Données consolidées;Grand-Est;6519;3298;3178
2019-12;Données définitives;Nouvelle-Aquitaine;4490;3252;1238
2019-12;Données définitives;Auvergne-Rhône-Alpes;10272;4915;5152
2019-12;Données définitives;Bourgogne-Franche-Comté;196;1529;-1333
2019-12;Données définitives;Bretagne;230;1530;-1306
2019-12;Données définitives;Centre-Val de Loire;5415;1354;4060
2019-12;Données définitives;France;40585;41606;5431
2019-12;Données définitives;Ile-de-France;156;4756;-4599
2019-12;Données définitives;Occitanie;2550;2988;-577
2019-12;Données définitives;Normandie;4796;1907;2889
2019-12;Données définitives;Hauts-de-France;3760;3617;142
2019-12;Données définitives;PACA;1563;3331;-1769
2019-12;Données définitives;Pays-de-la-Loire;488;1931;-1443
