City,Colors Reported,Shape Reported,State,Time,hour
Miami,,LIGHT,FL,11/24/1996 21:00,00:00
Monterey,,,CA,11/25/1996 20:00,00:00
Arnolds Park,,TRIANGLE,IA,11/25/1996 22:15,00:00
Daytona Beach,YELLOW,DISK,FL,11/26/1996 3:20,00:00
Bloomsburg,ORANGE,TEARDROP,PA,11/26/1996 9:00,00:00
Poteau,,TRIANGLE,OK,11/26/1996 20:25,00:00
Graham County,,,NC,11/27/1996 0:00,00:00
Seattle,GREEN,,WA,11/27/1996 19:30,00:00
Millington,,CHEVRON,TN,11/27/1996 20:00,00:00
Bellevue,,,WA,11/28/1996 21:00,00:00
Wheelersburg,,LIGHT,OH,11/28/1996 22:30,00:00
Los Angeles,,,CA,11/29/1996 19:05,00:00
Sedona,,LIGHT,AZ,11/29/1996 21:45,00:00
Outlook,,LIGHT,WA,11/30/1996 3:00,00:00
La Joya,RED,DISK,TX,11/30/1996 7:00,00:00
Salida,,,CO,11/30/1996 17:12,00:00
Vashon Island,,,WA,11/30/1996 19:15,00:00
Shreveport,,,LA,11/30/1996 21:00,00:00
Kirkland,RED BLUE,,WA,11/30/1996 21:15,00:00
Sedona,,LIGHT,AZ,11/30/1996 22:00,00:00
Kansas City,RED,,MO,12/1/1996 19:38,00:00
Seattle,,TRIANGLE,WA,12/1/1996 21:00,00:00
Columbia,,LIGHT,MO,12/1/1996 22:36,00:00
Wrightwood Mtn.,RED,LIGHT,CA,12/1/1996 23:30,00:00
Sumner,BLUE,,IL,12/2/1996 19:00,00:00
North Bend,GREEN BLUE,,WA,12/3/1996 4:00,00:00
Brooksville,,,FL,12/5/1996 5:30,00:00
Seattle,,,WA,12/5/1996 22:00,00:00
Peebles,,LIGHT,OH,12/5/1996 23:00,00:00
Fort Worth,,CIGAR,TX,12/6/1996 9:35,00:00
Jonesburg,,LIGHT,MO,12/8/1996 0:05,00:00
Highway 15,RED,,NV,12/9/1996 5:00,00:00
Hastings,,TRIANGLE,MN,12/9/1996 23:15,00:00
Memphis,,OVAL,TN,12/10/1996 12:00,00:00
Newtown,,TEARDROP,CT,12/10/1996 18:30,00:00
Gulf Breeze,,SPHERE,FL,12/10/1996 19:50,00:00
Pensacola,YELLOW,,FL,12/10/1996 19:55,00:00
Quartz Hill,,CIRCLE,CA,12/10/1996 22:15,00:00
Camarillo,,LIGHT,CA,12/10/1996 22:30,00:00
Birmingham,,,AL,12/11/1996 17:15,00:00
Gulf Breeze,RED ORANGE,FIREBALL,FL,12/11/1996 19:55,00:00
"I-10, Marker 174",,,NM,12/12/1996 2:06,00:00
Upland,GREEN,FIREBALL,CA,12/12/1996 5:30,00:00
Elizabeth,,VARIOUS,NJ,12/12/1996 17:10,00:00
Fredericksburg,,LIGHT,TX,12/12/1996 18:00,00:00
Greensboro,,LIGHT,NC,12/13/1996 3:00,00:00
Simi Valley,,EGG,CA,12/13/1996 15:20,00:00
Karnak,GREEN,CYLINDER,IL,12/13/1996 20:00,00:00
Detroit,,,MI,12/13/1996 21:00,00:00
Stroudsburg,,LIGHT,PA,12/13/1996 23:00,00:00
Vashon Island,,,WA,12/14/1996 17:15,00:00
West Covina,,,CA,12/14/1996 18:08,00:00
Issaquah,,,WA,12/14/1996 20:20,00:00
Newtown,,TEARDROP,CT,12/15/1996 18:30,00:00
Bartlett,,OTHER,TN,12/15/1996 23:00,00:00
Spokane,,DIAMOND,WA,12/16/1996 14:25,00:00
Everett,GREEN,,WA,12/16/1996 20:10,00:00
Stevens Pass,ORANGE,,WA,12/16/1996 21:00,00:00
Bellingham,,EGG,WA,12/17/1996 0:30,00:00
Morton,,,WA,12/17/1996 1:15,00:00
Redmond,,,WA,12/17/1996 2:30,00:00
Hansville,BLUE,,WA,12/17/1996 6:14,00:00
Bellingham,GREEN,,WA,12/17/1996 6:15,00:00
Seattle,,,WA,12/17/1996 6:15,00:00
Tigard,,,OR,12/17/1996 6:15,00:00
Portland,,,OR,12/17/1996 6:20,00:00
Seattle,BLUE,,WA,12/17/1996 6:20,00:00
Sunrise,,SPHERE,FL,12/17/1996 20:00,00:00
Woodville,,TRIANGLE,TX,12/17/1996 20:17,00:00
Dana Point,,LIGHT,CA,12/17/1996 21:45,00:00
Eugene,,LIGHT,OR,12/18/1996 4:30,00:00
Salinas,GREEN,,CA,12/18/1996 4:45,00:00
The Woodlands,YELLOW,LIGHT,TX,12/18/1996 22:00,00:00
Winchester,,TRIANGLE,TN,12/19/1996 16:30,00:00
Seattle,,,WA,12/19/1996 22:45,00:00
Centralia,RED,,WA,12/20/1996 3:26,00:00
New Castle,RED,CYLINDER,PA,12/20/1996 13:00,00:00
Poulsbo,,,WA,12/21/1996 0:00,00:00
Reno,,,NV,12/22/1996 1:45,00:00
Reno,,OTHER,NV,12/22/1996 1:45,00:00
Parma,,OTHER,OH,12/22/1996 12:30,00:00
Harrisburg,,TRIANGLE,PA,12/24/1996 10:30,00:00
Little Rock,,LIGHT,AR,12/24/1996 23:15,00:00
Fresno,,LIGHT,CA,12/25/1996 2:35,00:00
Seward,GREEN,LIGHT,AK,12/25/1996 22:00,00:00
Fontana,,,CA,12/26/1996 22:40,00:00
Hurst,ORANGE,LIGHT,TX,12/28/1996 1:00,00:00
Rockford,,TRIANGLE,IL,12/28/1996 1:00,00:00
Highway 37,,,CA,12/28/1996 20:15,00:00
Hartsburg,BLUE,,MO,12/29/1996 19:00,00:00
Bastrop,,LIGHT,LA,12/29/1996 20:00,00:00
Elkins,,,WV,12/30/1996 2:30,00:00
Tucson,,DISK,AZ,12/31/1996 18:30,00:00
Gardner,,CIRCLE,MA,12/31/1996 20:00,00:00
Tulsa,RED BLUE,CIGAR,OK,12/31/1996 20:00,00:00
Chilhowie,,CROSS,VA,1/1/1997 0:00,00:00
Chanute,,CIRCLE,KS,1/1/1997 7:00,00:00
Jamestown,,VARIOUS,ND,1/1/1997 7:00,00:00
Arrayo Grande,,OVAL,CA,1/1/1997 13:00,00:00
Johnston,,RECTANGLE,RI,1/1/1997 15:30,00:00
Phoenix,,CHEVRON,AZ,1/1/1997 19:30,00:00
Clatonia,,,NE,1/1/1997 20:30,00:00
Cayce,,,SC,1/1/1997 21:00,00:00
Tom Sauk Moutain,,LIGHT,MO,1/1/1997 23:00,00:00
Austin,,LIGHT,TX,1/2/1997 19:15,00:00
Long Beach,,LIGHT,WA,1/3/1997 3:00,00:00
Steinhatchee,RED,CIGAR,FL,1/4/1997 21:00,00:00
Santa Rosa,,DISK,CA,1/4/1997 21:32,00:00
Haleiwa,,TRIANGLE,HI,1/5/1997 1:10,00:00
Amelia,,LIGHT,OH,1/7/1997 0:35,00:00
Don't Know,,TEARDROP,NV,1/7/1997 21:30,00:00
Brooklyn,,DISK,CT,1/8/1997 17:20,00:00
South Attleboro,BLUE,DISK,MA,1/8/1997 17:22,00:00
Eden,,LIGHT,NY,1/8/1997 19:00,00:00
Columbus,,TRIANGLE,OH,1/10/1997 22:00,00:00
St. Cloud,GREEN,PYRAMID,MN,1/11/1997 5:00,00:00
Carrollton,,CIRCLE,TX,1/11/1997 22:00,00:00
Billings,RED,LIGHT,MT,1/12/1997 23:00,00:00
Lombard,,FIREBALL,IL,1/13/1997 17:30,00:00
McKinlyville,,DISK,CA,1/14/1997 16:00,00:00
Columbia,,LIGHT,SC,1/15/1997 0:30,00:00
Mankato,,SPHERE,MN,1/15/1997 1:15,00:00
Calabash,,OVAL,NC,1/15/1997 4:30,00:00
Macon,,DISK,GA,1/15/1997 7:00,00:00
Circleville,,DISK,OH,1/15/1997 11:30,00:00
Pico Rivera,,OVAL,CA,1/15/1997 15:00,00:00
Long Beach,,EGG,NY,1/15/1997 17:30,00:00
Millsboro,,TRIANGLE,DE,1/15/1997 18:00,00:00
Alturas,,DISK,CA,1/15/1997 18:30,00:00
Ellensburg,,FIREBALL,WA,1/15/1997 23:00,00:00
Seguin,,FIREBALL,TX,1/16/1997 6:30,00:00
Moab,YELLOW GREEN,OTHER,UT,1/16/1997 18:00,00:00
Babson Park,,DIAMOND,FL,1/18/1997 22:00,00:00
Las Vegas,,SPHERE,NV,1/18/1997 22:00,00:00
Blackwell,RED,TRIANGLE,OK,1/21/1997 19:15,00:00
Altus AFB,,VARIOUS,OK,1/22/1997 3:35,00:00
North Kingstown,,TRIANGLE,RI,1/23/1997 18:30,00:00
Alta,,OTHER,UT,1/24/1997 19:00,00:00
Marion,,TRIANGLE,WI,1/25/1997 21:00,00:00
Flagstaff,,LIGHT,AZ,1/26/1997 22:00,00:00
East Greenwich,,DISK,RI,1/29/1997 23:15,00:00
Alto,,TRIANGLE,MI,2/1/1997 6:35,00:00
Yucca Valley,,OTHER,CA,2/1/1997 9:30,00:00
Unincorporated,,RECTANGLE,AZ,2/1/1997 13:00,00:00
Winter Springs,,CONE,FL,2/1/1997 21:00,00:00
Elizabeth,,SPHERE,NJ,2/1/1997 23:00,00:00
Thackery,,,OH,2/2/1997 8:25,00:00
Virden,,DISK,IL,2/3/1997 20:00,00:00
Albuquerque,,FLASH,NM,2/5/1997 22:00,00:00
Grove City,,,PA,2/6/1997 3:15,00:00
Mesa,,TRIANGLE,AZ,2/6/1997 16:45,00:00
Mesa,,TRIANGLE,AZ,2/6/1997 16:45,00:00
Stacy,,,MN,2/8/1997 18:00,00:00
Seattle,,OVAL,WA,2/9/1997 13:45,00:00
Los Angeles,,TRIANGLE,CA,2/10/1997 0:10,00:00
Brentwood,,LIGHT,TN,2/10/1997 18:00,00:00
Phoenix,,CIGAR,AZ,2/11/1997 11:00,00:00
San Antonio,,TRIANGLE,TX,2/12/1997 18:20,00:00
Lakewood,,TEARDROP,CO,2/13/1997 7:00,00:00
Las Vegas,,FORMATION,NV,2/14/1997 18:00,00:00
Ormond Beach,,CHEVRON,FL,2/14/1997 20:00,00:00
La Puente,,OTHER,CA,2/15/1997 3:00,00:00
North Adams,,DIAMOND,MA,2/15/1997 13:00,00:00
Prescott Valley,,OTHER,AZ,2/15/1997 20:00,00:00
Harrisonburg,,FIREBALL,VA,2/15/1997 21:30,00:00
Hudson,,,WI,2/15/1997 22:30,00:00
Blairsville,,LIGHT,PA,2/15/1997 23:35,00:00
Randolph,,CIRCLE,NY,2/16/1997 3:00,00:00
Pittsburgh,,OTHER,PA,2/17/1997 0:47,00:00
Waseca,,OTHER,MN,2/17/1997 22:15,00:00
Guadelupe,,,AZ,2/19/1997 20:15,00:00
Weston,,OTHER,MO,2/22/1997 14:21,00:00
Crystal Lake,ORANGE,SPHERE,IL,2/25/1997 2:00,00:00
Boiling Springs,,,PA,2/25/1997 14:20,00:00
New Florence,,LIGHT,PA,2/25/1997 20:00,00:00
Mobile,BLUE,OVAL,AL,2/26/1997 20:00,00:00
North Beach,,OTHER,MD,2/27/1997 20:00,00:00
St. David,,OVAL,AZ,2/28/1997 16:00,00:00
Mesa,YELLOW,TRIANGLE,AZ,2/28/1997 23:00,00:00
Dorchester,,,MA,3/1/1997 4:00,00:00
Clinton,,CIRCLE,UT,3/1/1997 5:00,00:00
Commerce City,,SPHERE,CO,3/1/1997 12:30,00:00
Riverside,,TRIANGLE,CA,3/1/1997 21:00,00:00
Louisville,ORANGE,FIREBALL,KY,3/1/1997 21:20,00:00
Prairie du Sac,,CROSS,WI,3/2/1997 19:00,00:00
Hemet,,TRIANGLE,CA,3/2/1997 21:00,00:00
Dublin,,TRIANGLE,OH,3/3/1997 2:00,00:00
Sullivan,,LIGHT,MO,3/3/1997 18:30,00:00
Las Vegas,,LIGHT,NV,3/5/1997 0:00,00:00
Phoenix,,CHEVRON,AZ,3/5/1997 14:00,00:00
San Francisco,,OVAL,CA,3/5/1997 18:10,00:00
Rohnert Park,,SPHERE,CA,3/6/1997 1:00,00:00
Virginia Beach,YELLOW,LIGHT,VA,3/6/1997 22:00,00:00
Las Vegas,,,NV,3/6/1997 23:00,00:00
Tacoma,,DISK,WA,3/7/1997 19:00,00:00
Monrovia,,DISK,CA,3/7/1997 22:00,00:00
Seattle,BLUE,FLASH,WA,3/7/1997 22:50,00:00
East Detroit,,DISK,MI,3/8/1997 19:00,00:00
Arizona,,TRIANGLE,AZ,3/9/1997 1:00,00:00
Alpharetta,,TRIANGLE,GA,3/10/1997 10:30,00:00
Virginia Beach,,SPHERE,VA,3/10/1997 12:30,00:00
New York City,,LIGHT,NY,3/10/1997 19:30,00:00
Naples,,,FL,3/10/1997 21:00,00:00
Las Vegas,,LIGHT,NV,3/10/1997 22:00,00:00
Charleston,,SPHERE,WV,3/11/1997 18:30,00:00
Holloman AFB,,,NM,3/12/1997 6:30,00:00
Phoenix,,LIGHT,AZ,3/12/1997 8:00,00:00
New Orleans,,OTHER,LA,3/12/1997 9:00,00:00
Norfolk,,CHEVRON,VA,3/12/1997 20:09,00:00
Terre Haute,,TRIANGLE,IN,3/12/1997 20:30,00:00
Las Vegas,,CHEVRON,NV,3/12/1997 20:40,00:00
Glendale,,LIGHT,AZ,3/12/1997 21:50,00:00
Death Valley,,TRIANGLE,NV,3/12/1997 22:20,00:00
Brentwood,,FORMATION,CA,3/12/1997 23:00,00:00
Santa Fe,,OTHER,NM,3/12/1997 23:00,00:00
Douglas,,TRIANGLE,AZ,3/13/1997 0:00,00:00
Las Vegas,,,NV,3/13/1997 0:00,00:00
Phoenix,,OTHER,AZ,3/13/1997 0:00,00:00
Scottsdale,,TRIANGLE,AZ,3/13/1997 0:00,00:00
Salt Lake City,,OTHER,UT,3/13/1997 5:30,00:00
Casa Grande,,CIRCLE,AZ,3/13/1997 8:00,00:00
Newfoundland,,OVAL,NJ,3/13/1997 10:30,00:00
Seattle,,SPHERE,WA,3/13/1997 13:30,00:00
Lubbock,,TRIANGLE,TX,3/13/1997 17:00,00:00
Prescott,,FORMATION,AZ,3/13/1997 18:00,00:00
New Braunfels,,TRIANGLE,TX,3/13/1997 18:30,00:00
Phoenix,,CHEVRON,AZ,3/13/1997 18:40,00:00
Phoenix,,TRIANGLE,AZ,3/13/1997 19:00,00:00
Scottsdale,,TRIANGLE,AZ,3/13/1997 19:00,00:00
Gila Bend,ORANGE,LIGHT,AZ,3/13/1997 19:45,00:00
Stanfield,,TRIANGLE,AZ,3/13/1997 19:45,00:00
East Mesa,,LIGHT,AZ,3/13/1997 20:00,00:00
Glendale,,DIAMOND,AZ,3/13/1997 20:00,00:00
Kingman,ORANGE,FORMATION,AZ,3/13/1997 20:00,00:00
Phoenix,,CHEVRON,AZ,3/13/1997 20:00,00:00
Phoenix,,CHEVRON,AZ,3/13/1997 20:00,00:00
Phoenix,,CIRCLE,AZ,3/13/1997 20:00,00:00
Phoenix,,OTHER,AZ,3/13/1997 20:00,00:00
Phoenix,,TRIANGLE,AZ,3/13/1997 20:00,00:00
Phoenix,,TRIANGLE,AZ,3/13/1997 20:00,00:00
Phoenix,,TRIANGLE,AZ,3/13/1997 20:00,00:00
Phoenix,,,AZ,3/13/1997 20:05,00:00
Tempe,,OTHER,AZ,3/13/1997 20:10,00:00
Prescott,RED,FORMATION,AZ,3/13/1997 20:12,00:00
Black Canyon City,,CHEVRON,AZ,3/13/1997 20:15,00:00
Phoenix,,LIGHT,AZ,3/13/1997 20:15,00:00
Phoenix,ORANGE,LIGHT,AZ,3/13/1997 20:15,00:00
Phoenix,RED,TRIANGLE,AZ,3/13/1997 20:15,00:00
Prescott,,FORMATION,AZ,3/13/1997 20:15,00:00
Prescott,YELLOW,FORMATION,AZ,3/13/1997 20:15,00:00
Scottsdale,,TRIANGLE,AZ,3/13/1997 20:15,00:00
Northwest Tempe,RED,FORMATION,AZ,3/13/1997 20:20,00:00
Phoenix,,,AZ,3/13/1997 20:20,00:00
Phoenix,,TRIANGLE,AZ,3/13/1997 20:20,00:00
Buckeye,,SPHERE,AZ,3/13/1997 20:25,00:00
Glendale,,,AZ,3/13/1997 20:25,00:00
Cass City,,TRIANGLE,MI,3/13/1997 20:30,00:00
Chandler,,,AZ,3/13/1997 20:30,00:00
Chandler,,TRIANGLE,AZ,3/13/1997 20:30,00:00
Chino Valley,,FORMATION,AZ,3/13/1997 20:30,00:00
Gila Bend,,CHEVRON,AZ,3/13/1997 20:30,00:00
Goodyear,,,AZ,3/13/1997 20:30,00:00
Mt. Springs,,OTHER,TX,3/13/1997 20:30,00:00
Phoenix,,,AZ,3/13/1997 20:30,00:00
Phoenix,,CHEVRON,AZ,3/13/1997 20:30,00:00
Phoenix,ORANGE,FORMATION,AZ,3/13/1997 20:30,00:00
Phoenix,,TRIANGLE,AZ,3/13/1997 20:30,00:00
Phoenix,,TRIANGLE,AZ,3/13/1997 20:30,00:00
Tempe,,FORMATION,AZ,3/13/1997 20:30,00:00
Tempe,,LIGHT,AZ,3/13/1997 20:30,00:00
Libby,,LIGHT,MT,3/13/1997 20:35,00:00
Mesa,,TRIANGLE,AZ,3/13/1997 20:40,00:00
Phoenix,,FORMATION,AZ,3/13/1997 20:40,00:00
Phoenix,,TRIANGLE,AZ,3/13/1997 20:45,00:00
Henderson,,FORMATION,NV,3/13/1997 21:00,00:00
Phoenix,,,AZ,3/13/1997 21:00,00:00
Phoenix,,CHEVRON,AZ,3/13/1997 21:00,00:00
Phoenix,,DIAMOND,AZ,3/13/1997 21:00,00:00
Phoenix,,OTHER,AZ,3/13/1997 21:00,00:00
Phoenix,,TRIANGLE,AZ,3/13/1997 21:00,00:00
Prescott,,FORMATION,AZ,3/13/1997 21:00,00:00
Phoenix,,RECTANGLE,AZ,3/13/1997 21:15,00:00
Monterey,,SPHERE,CA,3/13/1997 21:30,00:00
Sciotoville,,FORMATION,OH,3/13/1997 21:30,00:00
Casa Grande,,FORMATION,AZ,3/13/1997 22:00,00:00
Dateland,,CIRCLE,AZ,3/13/1997 22:00,00:00
Glendale,,FIREBALL,AZ,3/13/1997 22:00,00:00
Phoenix,,OTHER,AZ,3/13/1997 22:00,00:00
Tucson,,LIGHT,AZ,3/13/1997 22:00,00:00
Phoenix,,,AZ,3/13/1997 22:05,00:00
Fresno,,FORMATION,CA,3/13/1997 23:00,00:00
Dunnellon,,LIGHT,FL,3/14/1997 1:35,00:00
Sahuarita,,TRIANGLE,AZ,3/14/1997 19:00,00:00
Tonopah,,SPHERE,AZ,3/14/1997 20:00,00:00
Los Angeles,,TRIANGLE,CA,3/14/1997 21:00,00:00
Colorado Springs,,TRIANGLE,CO,3/14/1997 22:30,00:00
New York City,,OVAL,NY,3/14/1997 23:59,00:00
Kalamazoo,RED,FLASH,MI,3/15/1997 1:00,00:00
San Tan Valley,,LIGHT,AZ,3/15/1997 1:00,00:00
Woodinville,RED,TRIANGLE,WA,3/15/1997 2:00,00:00
Buena Vista,,OVAL,CO,3/15/1997 10:30,00:00
Miami,,LIGHT,FL,3/15/1997 18:00,00:00
Bossier Parish,,RECTANGLE,LA,3/15/1997 19:00,00:00
Fort Hood,,SPHERE,TX,3/15/1997 21:00,00:00
San Diego,,DISK,CA,3/15/1997 21:00,00:00
Iron River,,LIGHT,MI,3/15/1997 21:30,00:00
Oakton,,DELTA,VA,3/15/1997 23:55,00:00
Yuma,,TRIANGLE,AZ,3/16/1997 11:30,00:00
Osterville,,SPHERE,MA,3/16/1997 17:39,00:00
Mountain View,,SPHERE,CA,3/16/1997 18:48,00:00
Salton Sea,RED,OTHER,CA,3/16/1997 20:30,00:00
Maricopa,ORANGE,LIGHT,AZ,3/16/1997 21:00,00:00
Lincoln City,,TRIANGLE,OR,3/17/1997 9:00,00:00
Aquaduct,,TRIANGLE,CA,3/17/1997 10:00,00:00
Wickenburg,,LIGHT,AZ,3/17/1997 20:00,00:00
Mesa,,CHEVRON,AZ,3/17/1997 20:35,00:00
San Diego,,CIRCLE,CA,3/17/1997 21:00,00:00
Tucson,ORANGE,TRIANGLE,AZ,3/17/1997 21:00,00:00
Cleveland,ORANGE,CIGAR,TX,3/19/1997 20:45,00:00
Phoenix,,OTHER,AZ,3/20/1997 0:00,00:00
Santa Fe,,TRIANGLE,NM,3/20/1997 13:00,00:00
Whitefish,,LIGHT,MT,3/20/1997 20:25,00:00
Yucaipa,ORANGE,FIREBALL,CA,3/21/1997 21:00,00:00
Scottsdale,,CIRCLE,AZ,3/22/1997 16:00,00:00
McDonough,,LIGHT,GA,3/22/1997 20:00,00:00
Bakersfield,YELLOW,LIGHT,CA,3/22/1997 20:32,00:00
Lake Geneva,,LIGHT,WI,3/22/1997 21:00,00:00
Unadilla,,LIGHT,NY,3/22/1997 21:30,00:00
Stevens Point,ORANGE,CRESCENT,WI,3/22/1997 22:30,00:00
Albuquerque,,OTHER,NM,3/23/1997 16:30,00:00
Tigard,,DIAMOND,OR,3/23/1997 19:37,00:00
Nederland,,OTHER,CO,3/23/1997 20:30,00:00
Nederland,,OTHER,CO,3/23/1997 21:45,00:00
Manassas,,FORMATION,VA,3/24/1997 23:40,00:00
Stockton,RED,DIAMOND,CA,3/25/1997 20:32,00:00
Owings Mills,,LIGHT,MD,3/26/1997 22:10,00:00
Huron,,CIRCLE,OH,3/26/1997 22:30,00:00
Winslow,,TRIANGLE,AZ,3/26/1997 22:30,00:00
Ann Arbor,RED,LIGHT,MI,3/27/1997 1:00,00:00
Williston,,SPHERE,FL,3/27/1997 1:03,00:00
Sun Prairie,BLUE,,WI,3/27/1997 16:00,00:00
Carlisle,,FORMATION,PA,3/27/1997 20:10,00:00
Carlisle,,FORMATION,PA,3/27/1997 20:10,00:00
Springfield,,DISK,MO,3/27/1997 20:40,00:00
Palm Springs,,LIGHT,CA,3/27/1997 21:00,00:00
Yuma,,SPHERE,AZ,3/27/1997 22:00,00:00
Toledo,RED GREEN,CIRCLE,OH,3/27/1997 22:30,00:00
Carmichaels,,DISK,PA,3/28/1997 16:00,00:00
Houston,,SPHERE,TX,3/28/1997 22:00,00:00
Phoenix City,,,AL,3/29/1997 20:00,00:00
Cobleskill,ORANGE,LIGHT,NY,3/30/1997 0:45,00:00
Shallotte,ORANGE,FORMATION,NC,3/30/1997 20:30,00:00
Juneau,ORANGE GREEN,LIGHT,AK,3/31/1997 21:00,00:00
Gardena,,OTHER,CA,4/1/1997 0:00,00:00
Foster,,CIGAR,VA,4/1/1997 1:00,00:00
Houston,ORANGE,OTHER,TX,4/1/1997 4:00,00:00
Round Rock,,TRIANGLE,TX,4/1/1997 10:00,00:00
Monument Valley,,LIGHT,UT,4/1/1997 18:30,00:00
Homestead,,,FL,4/1/1997 21:00,00:00
Santa Fe,,,NM,4/1/1997 22:00,00:00
Sedona,RED,SPHERE,AZ,4/1/1997 22:00,00:00
Brush Creek,,,TN,4/1/1997 23:05,00:00
Lebanon,RED,SPHERE,MO,4/2/1997 20:15,00:00
Port Wentworth,,OTHER,GA,4/3/1997 1:35,00:00
Seattle,,OTHER,WA,4/3/1997 17:30,00:00
Gaston,YELLOW GREEN,,OR,4/3/1997 19:50,00:00
Kosciusko,,LIGHT,MS,4/3/1997 21:00,00:00
Phoenix,,OVAL,AZ,4/3/1997 21:00,00:00
Atlanta,,SPHERE,GA,4/4/1997 2:15,00:00
Winsted,,,CT,4/4/1997 20:30,00:00
Palm Springs,,OVAL,CA,4/5/1997 1:00,00:00
Fairhope,,CIRCLE,AL,4/5/1997 14:00,00:00
Fairhope,,OTHER,AL,4/5/1997 14:00,00:00
Randle,,LIGHT,WA,4/5/1997 19:50,00:00
Colorado Springs,,CYLINDER,CO,4/7/1997 5:30,00:00
Milwaukee,,OTHER,WI,4/7/1997 14:00,00:00
Austin,,TRIANGLE,TX,4/7/1997 17:00,00:00
Hastings On Hudson,,TRIANGLE,NY,4/7/1997 21:07,00:00
Sonoma,,CHEVRON,CA,4/8/1997 19:45,00:00
Las Vegas,,RECTANGLE,NV,4/8/1997 20:00,00:00
Little Rock,,DISK,AR,4/10/1997 0:30,00:00
Tompson,,LIGHT,GA,4/10/1997 1:30,00:00
Houma,,CIRCLE,LA,4/11/1997 21:15,00:00
Monrovia,,FORMATION,CA,4/12/1997 23:15,00:00
San Diego,,LIGHT,CA,4/13/1997 19:07,00:00
Edison,,TRIANGLE,NJ,4/14/1997 2:15,00:00
Big Bear City,,OVAL,CA,4/14/1997 18:00,00:00
Howard,,,SD,4/15/1997 0:00,00:00
White Mountains,,OTHER,AZ,4/15/1997 1:00,00:00
Fullerton,,VARIOUS,CA,4/15/1997 1:30,00:00
Fort Pierce,,FIREBALL,FL,4/15/1997 2:30,00:00
Plainwell,,DIAMOND,MI,4/15/1997 2:30,00:00
Atwater,,,CA,4/15/1997 5:40,00:00
Hawthorne,,LIGHT,CA,4/15/1997 10:00,00:00
South Point,,EGG,OH,4/15/1997 13:00,00:00
Charlotte,,,NC,4/15/1997 22:00,00:00
Lincoln,,SPHERE,NE,4/15/1997 22:00,00:00
Bakersfield,YELLOW,LIGHT,CA,4/15/1997 22:30,00:00
Harrisburg,,FORMATION,PA,4/15/1997 22:30,00:00
Coolidge,,LIGHT,AZ,4/15/1997 22:45,00:00
Aurora,,CIGAR,TX,4/17/1997 6:00,00:00
Okanogan,,,WA,4/17/1997 17:30,00:00
West Memphis,,LIGHT,AR,4/17/1997 20:23,00:00
Bismarck,,LIGHT,AR,4/17/1997 22:45,00:00
Lake DeGray,ORANGE,FIREBALL,AR,4/17/1997 22:45,00:00
Hartford,ORANGE,,SD,4/18/1997 4:20,00:00
Dallas,,DIAMOND,TX,4/18/1997 7:05,00:00
Cleveland,,TRIANGLE,OH,4/18/1997 20:40,00:00
Tampa,,TRIANGLE,FL,4/18/1997 23:59,00:00
Reno,,OTHER,NV,4/19/1997 1:30,00:00
Suisun,,CIRCLE,CA,4/19/1997 22:00,00:00
Carlinville,,OTHER,IL,4/20/1997 2:00,00:00
Reno,,,NV,4/20/1997 4:00,00:00
Greentown,,FORMATION,IN,4/20/1997 4:28,00:00
Billings,,LIGHT,MT,4/20/1997 19:00,00:00
Lakewood,,,WA,4/20/1997 20:05,00:00
Las Vegas,,LIGHT,NV,4/20/1997 23:00,00:00
La Conner,,,WA,4/21/1997 20:40,00:00
Stanwood,,,WA,4/21/1997 20:40,00:00
Los Angeles,,,CA,4/21/1997 21:20,00:00
Worcester,,EGG,MA,4/22/1997 0:34,00:00
Spokane,RED,LIGHT,WA,4/22/1997 1:00,00:00
Seattle,,,WA,4/23/1997 0:05,00:00
Guntersville,,OVAL,AL,4/23/1997 18:00,00:00
Houston,RED,TRIANGLE,TX,4/23/1997 19:30,00:00
Orlando,,LIGHT,FL,4/23/1997 21:00,00:00
Clarion,,LIGHT,PA,4/24/1997 1:00,00:00
Coos Bay,,SPHERE,OR,4/24/1997 21:30,00:00
New Brighton,,TRIANGLE,MN,4/24/1997 21:45,00:00
Depoe Bay,,,OR,4/24/1997 23:00,00:00
New York City,,OTHER,NY,4/25/1997 0:00,00:00
Delray Beach,RED,LIGHT,FL,4/25/1997 1:45,00:00
San-Carlos mountains,,LIGHT,AZ,4/27/1997 1:00,00:00
Williamston,,TRIANGLE,SC,4/28/1997 0:25,00:00
Houston,,LIGHT,TX,4/28/1997 22:00,00:00
Fresh Pond,GREEN,FORMATION,CA,4/29/1997 17:00,00:00
Twelve Mile,,DISK,IN,4/30/1997 21:00,00:00
Columbia,,LIGHT,MO,4/30/1997 23:00,00:00
Westboro,,OTHER,MA,4/30/1997 23:30,00:00
Maysville,,DISK,KY,5/1/1997 14:00,00:00
Cedar Rapids,BLUE,TRIANGLE,IA,5/1/1997 22:00,00:00
St. Petersburg,,TRIANGLE,FL,5/1/1997 22:00,00:00
State College,,FLASH,PA,5/1/1997 22:00,00:00
Syracuse,,,NY,5/1/1997 23:00,00:00
Oceanside,ORANGE,OTHER,CA,5/2/1997 22:00,00:00
Oceanside,ORANGE,OTHER,CA,5/2/1997 22:05,00:00
Lincoln City,YELLOW,LIGHT,OR,5/2/1997 22:45,00:00
Freeport,,TRIANGLE,IL,5/3/1997 21:00,00:00
